user_pseudo_id,cnt_user_engagement,cnt_level_start_quickplay,cnt_level_end_quickplay,cnt_level_complete_quickplay,cnt_level_reset_quickplay,cnt_post_score,cnt_spend_virtual_currency,cnt_ad_reward,cnt_challenge_a_friend,cnt_completed_5_levels,cnt_use_extra_steps
8AB276B80B01A635BA7EF9C2071C0231,22,44,7,7,36,7,0,0,0,0,0
A97014AF95ACE257C9E907D909665550,6,0,0,0,0,0,0,0,0,0,0
ECAEB08BD75F63B8A0167A6B6F9DADB1,1,0,0,0,0,0,0,0,0,0,0
1768ED05ED22B2992647C7EB51EBA3AB,3,1,0,0,0,0,0,0,0,0,0
01B3F8A4E745CED2639D0FBDC2FEFC88,3,1,0,0,0,0,0,0,0,0,0
1A6F117EC48594AA7A7B3A42A605415A,18,0,0,0,0,4,0,0,0,0,0
DAED6B0E3EEEEDE2779A2312B8174762,26,0,0,0,0,2,0,0,0,0,0
0939A5A6511211C939F2C5E2FC7A569A,58,0,0,0,0,6,0,0,0,1,0
869CD665A9D52E3398754C8DACF4426D,41,0,0,0,0,7,0,0,0,1,0
0A85658A9C5FA74C59E796E1228987D6,10,0,0,0,0,0,0,0,0,0,0
C4AF7AF776C4E6AEE0667320C0AB2474,1,0,0,0,0,0,0,0,0,0,0
3135AA6E1A3D452423977DDA7F6201D7,20,1,0,0,0,1,0,0,0,0,0
DBB995BF3A253CE1A68AF3B0B43C216D,5,1,0,0,0,0,0,0,0,0,0
CAC12C9CF0AD0E78C9679E12A7425625,3,0,0,0,0,0,0,0,0,0,0
53649082C25AB9A9CD1E394EBBA9CEF3,164,1,0,0,0,23,0,0,0,1,0
28AEB934872EB727F66ED2FC4789816E,12,1,0,0,0,1,0,0,0,0,0
88875C7F05CD91F689B0B464045CC318,2,0,0,0,0,0,0,0,0,0,0
47321D893BA2E10DE8932013AFA7D219,2,0,0,0,0,0,0,0,0,0,0
09BDD816257873A6FD3E231C5DE598D3,15,0,0,0,0,1,0,0,0,0,0
42B9A14B99CF6FEE630005EF1F03FA19,12,5,1,1,2,1,0,0,3,0,0
E218BA6558E8561C6A9E186B339EC3FF,2,0,0,0,0,0,0,0,0,0,0
9E8E672627A2D4D0EB91F30CFC41EAD0,1,0,0,0,0,0,0,0,0,0,0
5558FE9EAD95706AE24CB71073CFAFB0,53,0,0,0,0,21,0,0,0,1,0
C753C435C40D421DB0CC1C7AC6D3356D,42,19,9,1,10,1,2,1,0,0,2
F578D51960AB4E22E7E404C8ABF5E278,1,0,0,0,0,0,0,0,0,0,0
41F03CC4813FC0BA929FBB68B6AD69D6,9,8,2,0,5,0,0,0,0,0,0
D54B4AD21B08073052E66713674BAE3C,11,0,0,0,0,2,0,0,0,0,0
FAA8A7851C75935EDC148F38B4F39F06,18,4,0,0,3,2,0,0,0,0,0
673E537944298C773DB3AF54914769C0,23,7,6,4,0,4,0,0,0,0,0
5F4C7C1A20C6606C1F603044A0A06470,13,4,0,0,3,1,0,0,0,0,0
EEC5970AF0A2E7CE993A6A0499FE23B4,2,0,0,0,0,0,0,0,0,0,0
5A06B4FB19BFBF838B73B57297121379,318,113,109,46,2,46,0,0,0,0,0
14BA86FEA0B039A91BACA730D3C4DBCB,4,2,0,0,1,0,0,0,0,0,0
00BE295963CD550B4DE0F77AE1B59279,3,1,0,0,0,0,0,0,0,0,0
0FFF3696DF1C14BCBFE1805357B928AD,7,2,1,0,0,0,0,0,0,0,0
3990418C114294580FA6E29EFDBF5AF7,4,0,0,0,0,0,0,0,0,0,0
33F7A1DCA4C1DC73C6622A3761DD9812,1,0,0,0,0,0,0,0,0,0,0
117AD1627465CC9E03AB5D8825D42E07,11,5,5,5,0,5,0,0,0,0,0
587B7361E91394D3BB6B8214672C4B91,5,2,1,1,0,1,0,0,0,0,0
83ECF96299CE32BC5D59B60470257994,170,7,6,3,0,19,0,0,0,0,0
326651F167D600272DA4EC5EE0618D07,109,21,2,0,15,7,2,0,0,0,0
30499F35F1B41B38DF777E9C303FE06C,2,0,0,0,0,0,0,0,0,0,0
7532B9EE7B6F844FF4ECB5DD8A864551,13,4,1,0,2,0,0,0,0,0,0
72271D72B3B55D68D6538C09FDAFFBA1,9,1,1,1,0,2,0,0,0,0,0
7D483EED6843864DF402EDC5FF706A26,4,1,1,0,0,0,0,0,0,0,0
72CBC4608FF399EA3197358671935853,82,32,28,10,2,10,1,0,0,0,0
319C42D39D63425DA7C40B9B4D1D1B3F,1,1,0,0,0,0,0,0,0,0,0
6417FF52125A7DD2F3D34621B9F137E2,4,1,0,0,0,0,0,0,0,0,0
0BB41E84E7CA2345726AD8CE98B8736C,82,23,22,2,0,2,2,0,0,0,0
8C29BA8374994E38F3BDD89E97151F64,12,4,4,4,0,4,0,0,0,0,0
47F7713B7F3C4F3149A9200360757C6B,8,5,3,3,0,3,0,0,0,0,0
1A4EE714D85A8BF141A1D4F12AF5FF19,6,2,2,1,0,1,0,0,0,0,0
4EBC9E555CE3316055264858BF18DB51,23,1,0,0,0,4,2,0,0,0,2
252500B9002C17DA2D9A095309272A09,29,2,1,0,0,5,0,0,0,1,0
D6AE9E820354B2F2C1C3D94EF8958E58,6,0,0,0,0,1,0,0,0,0,0
9768367BE6132B5C5AD84DD63411E2E3,13,0,0,0,0,2,0,0,0,0,0
9A9023B132EB5D23ED8B335C90E7D28A,14,4,3,0,0,0,0,0,0,0,0
0A9710D5EF9520ED2030965DE41E7436,6,2,2,2,0,2,0,0,0,0,0
A0903E7042C13251799B68B16FD1EBA6,13,3,1,0,1,0,0,0,0,0,0
070A835F11ADED551236730DF1E902D0,13,0,0,0,0,3,0,0,0,0,0
FF5829CCC9DCE80240E620D7D66C709B,3,0,0,0,0,0,0,0,0,0,0
01A2CCF65B4BB5DF87B1F9177616C5AF,6,17,0,0,16,0,0,0,0,0,0
C0D247C7C087F68E0504E5B5E5BBFB11,3,0,0,0,0,0,0,0,0,0,0
5F99FAB2A6750F6391E248AF619389AA,7,15,0,0,14,0,0,0,0,0,0
4D6582BFA74C0705C44ED36CCB8CE527,59,1,0,0,0,0,0,0,0,0,0
F9B1FEA75B896DA727BC733173B19D60,36,0,0,0,0,14,0,0,0,1,0
BDCFD1F0FDE47E594874CA47CD49C303,9,2,1,0,0,0,0,0,0,0,0
CCC7BB053BBC6824C53FAA4A8C63E3FE,36,1,0,0,0,7,2,0,0,1,2
C4D21EF78D8A4B00805216847EBCAFBB,4,2,1,1,0,1,0,0,0,0,0
C3E3CDDD1E35362AA59854F8FA511BB0,48,5,4,0,0,8,0,0,0,1,0
108D09DB520942B16C86056E4F92D707,16,7,7,3,0,3,0,0,0,0,0
5A976ACE1440285CDDFF5377299D13D3,2,1,0,0,0,0,0,0,0,0,0
B711923F02FB2923F0A4DBC8CA2CE3AD,61,8,5,4,1,14,0,0,0,1,0
47641CFD956212B88DE89050A1218D3E,204,72,53,12,10,20,1,0,0,1,1
B36FAA12AF854F00E4EC23696D2786CC,7,2,1,0,0,0,1,0,0,0,1
32DEB1F24ABD2430CC3EB1A917D1DD77,4,1,1,1,0,1,0,0,0,0,0
96D78D93EA38723BCFD4AAAEE9DC6ACD,46,18,18,16,0,16,0,0,0,0,0
F73A0D4A6FB35C664DDAE0F4F145F8B0,119,36,16,3,7,7,0,0,0,0,0
E676E450E4EF9C561937FBB18A52C237,11,3,2,1,0,1,0,0,0,0,0
0B80FE0B9AF69F6B040D6F48FFEB8A8B,38,30,6,5,22,5,0,0,0,0,0
46CAF574E4F98302ED5E559FED2EA454,19,3,3,3,1,3,0,0,0,0,0
EDB3D96DF92A124162C4CB785E0DF7E7,14,0,0,0,0,5,0,0,0,1,0
7CE5EA721C3169E682540F2C897A3904,5,2,1,0,0,0,0,0,0,0,0
247B17FFC9A82C34B999CFBDA295584F,5,2,1,1,0,1,0,0,0,0,0
8DD47B40A0938BA8BD9FF0B34D83B28E,5,1,0,0,0,0,0,0,0,0,0
C8FE0FF40B0E8B2A614315C781EC7A27,2,0,0,0,0,0,0,0,0,0,0
278FA6F6853A97CCDDB1368234B5EF28,29,18,2,0,15,3,0,0,0,0,0
88DB9AF4706D8F888723DD8DD787C3B1,7,1,0,0,0,0,0,0,0,0,0
AD587C247A8FAB863F94BC683E6D0371,2,0,0,0,0,0,0,0,0,0,0
91F5161F80D1083CA7B37A08DEC9EC78,15,5,4,1,0,1,1,0,0,0,1
8CECF02FC87B0087044CA4E30B792B2B,24,5,4,0,0,1,0,0,0,0,0
108E5CF059588863B1EA7C31BFFF20AA,4,1,1,1,0,1,0,0,0,0,0
8F8C1962C9933DCE14D4E2D8146083AB,3,0,0,0,0,0,0,0,0,0,0
CB2B8078B183259199B64FF14A746474,1,0,0,0,0,0,0,0,0,0,0
546FA52DF4E990E49843A096C09AF917,6,3,0,0,2,0,0,0,0,0,0
2CD032CF59AC00628DA808E294B16AAB,5,0,0,0,0,0,0,0,0,0,0
96187B4A3DB3993F6DB3DE161DBC14FE,12,0,0,0,0,0,0,0,0,0,0
68449E80D3C79A07DAE06561D90F66F0,6,1,1,0,0,0,1,0,0,0,1
1F23CD3D03EC2DDF33981F9B3D9F6759,12,1,1,0,0,0,2,2,0,0,2
275C9CB01B23029FE668C1B5D9904205,24,1,0,0,0,0,0,0,0,0,0
1B215ABE590D61009E7030CB7A74441A,14,6,5,4,0,4,0,0,0,0,0
15F3961A71B162451E128C20412A3FC4,4,2,1,1,0,1,0,0,0,0,0
9B454A2CBF8F063C573353753AED590F,7,5,2,2,2,2,0,0,0,0,0
717C241B7FD6621D39EC38F2E9B06182,2,1,0,0,0,0,0,0,0,0,0
2EA94DDDD43475007E96771F57F9DB9B,6,0,0,0,0,0,0,0,0,0,0
E31617E878328B6183DE7A17DC743F16,4,2,0,0,1,0,0,0,0,0,0
008BB135FC4C954B73C042127F3BA0BA,7,3,2,1,0,1,0,0,0,0,0
2C61809CCDF53CF8521081F2DCC46172,7,2,0,0,0,0,0,0,0,0,0
925382A03DBEE09B642DEA5A4923984D,5,3,0,0,2,0,0,0,0,0,0
61595D7BF18C79E8D0B7CAF138705CCF,36,5,3,2,0,7,0,0,0,0,0
F9A2107A4FDE9317498A8448B47888B7,12,1,1,0,0,0,0,0,0,0,0
5553BDCD2D3CE31F0780E182E112ECB1,43,10,4,3,5,7,4,0,0,0,4
12C60B55FAED4052AB2825241E7770DE,18,6,5,2,0,2,0,0,0,0,0
1181F8E1F7926B07A503427D76E34082,1,0,0,0,0,0,0,0,0,0,0
45227965B5D93C9D6C1968100F8B10B6,13,4,0,0,2,0,0,0,0,0,0
674EAE8D70D203FEDBE60DEAE2F834CC,14,6,2,1,1,1,0,0,0,0,0
1F5867B99AD7126C7145C10C6A8E86C8,10,0,0,0,0,1,0,0,0,0,0
B4B344058D0734922CF28259E53FECDF,4,1,1,0,0,0,0,0,0,0,0
2E210FED3C2D3481DB4C2EC94057537A,2,1,0,0,0,0,0,0,0,0,0
B5D9D33C6434035B5605B75BBB5B8741,1,1,0,0,0,0,0,0,0,0,0
C06E0ED7E44A3F107B0318E89E3DC02A,2,1,0,0,0,0,0,0,0,0,0
B2DF8884B2085B1CC81A07A5EF1BA1F6,15,0,0,0,0,2,0,0,0,0,0
2A3F0A978F880738DDD3D50AEF546205,1,0,0,0,0,0,0,0,0,0,0
C98488BE01B56284ED203153E0E2F89A,6,2,1,1,0,1,0,0,0,0,0
C7A15D94F770315AB18AFF148EED4A93,7,2,2,0,0,0,0,0,0,0,0
AFEAE67E8EED1A3F43A669B7EFCBA05A,18,5,4,0,0,0,0,0,0,0,0
DC400E1B157258545CB288C8CA9265AF,3,1,0,0,0,0,0,0,0,0,0
34547B3F505B7598A528A9AB781D6EC5,1,0,0,0,0,0,0,0,0,0,0
6CC135C2403667F8114096D6C0854286,34,0,0,0,0,6,0,0,0,1,0
72D8B3CA09BF3FD0482700D18DAD4C67,18,8,5,3,2,3,0,0,0,0,0
DBC79D0BF93E33117736C28BEE64ADF5,6,1,0,0,0,0,0,0,0,0,0
FFFF9A8B436FAAA293AE33E8C6D3ED66,15,0,0,0,0,4,0,0,0,0,0
477FA30F5CCB727AB2E9DDA8E74DB00D,8,0,0,0,0,0,0,0,0,0,0
907A11022C3B534754C37212EFB94C07,3,2,0,0,1,0,0,0,0,0,0
899C748403903FE0ECBD0CCA5E56D0D3,44,9,7,3,1,3,4,1,0,0,0
0234C787A1360CF7EFCDCD15BA236C02,8,1,1,0,0,0,0,0,0,0,0
5235E3142FC9735A7F25A53C46540C0C,1,0,0,0,0,0,0,0,0,0,0
7EEE599EFC8A64702EFEE32EE92102BA,3,1,1,1,0,1,0,0,0,0,0
63454EAE5BDD4E7AA766014845F2000B,6,2,1,0,0,0,0,0,0,0,0
CBE46C4DA9660AFDEE8E0E78BAA4689F,1,0,0,0,0,0,0,0,0,0,0
114657EFF1B1073BA26682F85FDC4B8C,70,12,9,8,3,13,3,0,0,1,3
E0F27510B64D689AA8E5F4BE241792A4,126,42,43,7,0,7,0,0,0,0,0
2B3B13AC3C9E94B89E40BA8397EC38C1,37,7,5,3,1,3,1,0,0,0,1
09FC15B75E36120725A9C4E6CD2F136D,55,21,19,19,1,19,5,0,0,0,5
AA2AA0FC35015EE0124CCE4C6559F95B,4,0,0,0,0,1,0,0,0,0,0
F251EE0447AE2E6AC881320EBA43A5EE,1,0,0,0,0,0,0,0,0,0,0
6765178B5656222A7A81488977E68DCD,8,3,2,2,0,2,0,0,0,0,0
4CC453DA57531954D7C053B93A20B5D0,134,0,0,0,0,17,0,0,0,1,0
340099DA76E24BBEDF0F519116229E25,9,2,1,0,0,0,0,0,0,0,0
769769DCAA6DF033532C29C9C424E132,1,0,0,0,0,0,0,0,0,0,0
CFA741BB81765E66DC761EBD78D41B96,8,0,0,0,0,0,0,0,0,0,0
6478069CD8A395DE1A022DD9BFD58752,3,1,1,1,0,1,0,0,0,0,0
973CF88EB3D0546B01FF74D5C60ADFCA,21,5,5,1,2,1,0,0,0,0,0
BF31B08276AE9303402C8B21F6A93842,8,2,2,1,0,1,0,0,0,0,0
AE5D53D224F0FA50233F5E223D08CA50,4,0,0,0,0,1,0,0,0,0,0
86C0A7CE29E087F5ED9538D2C2B77EBD,3,0,0,0,0,0,0,0,0,0,0
BC523DF620F11DBA8353917882C0745B,10,2,0,0,0,0,0,0,0,0,0
2661493D2DD9509833AFFADC58F65ED9,9,2,3,0,0,2,0,0,0,0,0
0062A13D0A8F979CA189A5688BE75514,9,2,0,0,1,0,0,0,0,0,0
8203F492EE32192EA37B224B66C6958F,7,2,1,1,0,1,0,0,0,0,0
0E5DAB111CB3C0001C0019712A83CB49,28,1,0,0,0,4,1,0,0,0,1
D6C1D0BBAD200F748779CCBB94814770,1,0,0,0,0,0,0,0,0,0,0
47FFEFAC7F5218B6AEC9B40FBE508617,25,12,5,5,6,5,0,0,0,0,0
915283C2BCF30F60C78E1B0791E47FA8,3,1,0,0,0,0,0,0,0,0,0
622FA3C49F915DFCFA3E0790EBEA2100,35,10,5,2,2,2,4,0,0,0,4
31D5069785D55AD5A7059983946A8959,2,0,0,0,0,0,0,0,0,0,0
40BAB621C89960CA0D6A7F0B118FB3BF,8,3,2,0,0,0,0,0,0,0,0
ADA1DD1FDD0F4D98B700AF20A9BC66C3,1,0,0,0,0,0,0,0,0,0,0
40F2087822D412D2D481AF043DC7DAB4,7,2,0,0,1,0,0,0,0,0,0
520E75BEB73E4803B2EF7667615D0C8E,3,1,0,0,0,0,0,0,0,0,0
751F059E1E4E3647C4E502FB7C51F462,160,102,67,67,32,67,1,0,0,0,1
0B87394247488FE097BA547BCAC20AA0,20,7,6,2,1,2,1,0,0,0,0
874E14DBEA3F80EADC1AB31280CC69F5,3,1,0,0,0,0,0,0,0,0,0
28D0CA3AF8843351D0A16AAE1E1F7794,3,1,0,0,0,0,0,0,0,0,0
20E588F3F11F528ADD0B62CA75970AFE,7,1,1,1,0,1,0,0,0,0,0
9BFA45225ECA7CD4D2A9F956B875CF85,54,24,8,1,13,3,2,0,3,0,2
2979FB9644D97360A8278692D8F834F5,18,3,2,0,0,0,3,0,0,0,3
46126D2798E42A3DC3A0F1AF24BD2555,10,0,0,0,0,3,0,0,0,0,0
61FA7C39E5BE53C3EE5ABFBFEEE0498E,2,0,0,0,0,0,0,0,0,0,0
62049EEF43F63FD643CA30E55F1544BD,4,0,0,0,0,1,0,0,0,0,0
11AC0DA8BADF34DCB5E376A418F40768,4,1,0,0,0,0,0,0,0,0,0
7A6A445D9E869BA79B7C1E89FE6FF557,4,1,0,0,0,0,0,0,0,0,0
DCE678124B6F7B9F35BEAD1882180A68,10,0,0,0,0,2,0,0,0,0,0
54702FC6D2394F7F125719D6BB2651C4,1,0,0,0,0,0,0,0,0,0,0
C96F1CB586725A7D165BCF665C131114,25,5,3,3,2,4,0,0,0,0,0
AE0411EC55F2110C13B66F25B7EFBF6B,16,4,1,0,2,0,5,0,0,0,5
4FAE9F054706890DC522E924EBF17286,173,68,66,32,2,32,0,0,0,0,0
1A34269052225805BDB10AE343A6DD29,3,1,1,1,0,1,0,0,0,0,0
73620D48790A48C1C43E7BB765A7E741,4,2,1,1,0,1,0,0,0,0,0
DC8F11F217104C5DD43E99C36899D17A,58,21,20,16,0,16,0,0,0,0,0
3CC6A2DFA7538BA4748CC3B061D0C59A,15,6,4,2,1,2,0,0,0,0,0
9E394463CCFC516DC905A215D69ADCA8,34,12,12,4,0,4,0,0,0,0,0
A6630A673F6F8E75C960488B402BDA5A,3,1,1,1,0,1,0,0,0,0,0
9664FAE9A17FD550BE78549EEA2773AC,54,8,2,1,3,6,2,0,1,1,2
DB836EF3FD49715FF6C1A62E5C445EC2,11,4,3,3,0,3,0,0,0,0,0
AD540E549BA77A71A7459EEAF2F8D3BC,24,3,2,1,0,4,1,0,0,0,0
0808B3380E616BDF15E6F2FBAF38147F,20,7,6,2,0,2,0,0,0,0,0
6E9C94A5D1BC5FB4380EA3C5D260FCAE,7,0,0,0,0,1,0,0,0,0,0
8984ABEF079304EFD2A1E8CDBB8D55A2,12,6,1,0,3,0,1,0,0,0,1
AAECE8DA46F021A9CFE489ADF95DA078,27,0,0,0,0,6,0,0,0,1,0
A6C864A0129215BA46A379D6EECB3738,1,0,0,0,0,0,0,0,0,0,0
657E8EB68545E75A6EAD9B6A11C2E773,14,2,1,0,0,0,1,0,0,0,1
676D390F2BEE51F6EC40C81D19C6FBC3,2,0,0,0,0,0,0,0,0,0,0
74CE0B2D3F78299DAFFB56CA001B7BC5,50,3,3,0,0,3,0,0,0,0,0
6FC11768E2D8132D0EBD54B823E26DC4,7,5,0,0,4,0,0,0,0,0,0
