user_pseudo_id,user_first_engagement,user_last_engagement,month,julianday,dayofweek,ts_24hr_after_first_engagement,churned,bounced
7657E94F33F780A1D896FBC9237E5ECC,1.53638E+15,1.53779E+15,9,251,7,1.53647E+15,0,0
414C0660ADA40317EB4FDBAE82F9E2C0,1.53785E+15,1.53785E+15,9,268,3,1.53794E+15,1,1
D868E09F1EB467A324D16D75D6676C59,1.53683E+15,1.53777E+15,9,256,5,1.53691E+15,0,0
D81B390EB1BB12AB50085C9675367308,1.53217E+15,1.53778E+15,7,202,7,1.53225E+15,0,0
6351849D04432F45F92C7ACAF872311E,1.53785E+15,1.53785E+15,9,268,3,1.53794E+15,1,0
1B0A7015D4B14DB345B1B9BC0A18C74E,1.53627E+15,1.53779E+15,9,249,5,1.53636E+15,0,0
D4F52F2C7C2482724A6FCCF02E1AF71D,1.53592E+15,1.53796E+15,9,245,1,1.536E+15,0,0
E98AFA6BD0908A7BDF0FE75396B204DD,1.53612E+15,1.53808E+15,9,248,4,1.5362E+15,0,0
3C6A83811DD50E0CFDBD876259FA6D6E,1.53029E+15,1.53861E+15,6,180,6,1.53037E+15,0,0
96A03AA83F8776AF09E7B49BABF81879,1.53783E+15,1.53784E+15,9,267,2,1.53791E+15,1,0
BB4B7F8EB20FC2E38E2891C3052E7229,1.53321E+15,1.53778E+15,8,214,5,1.5333E+15,0,0
D87680443BED6AFC4AA7528AD8C2861F,1.53612E+15,1.53784E+15,9,248,4,1.5362E+15,0,0
1EAD8B59DEC54D9202E7A3C58BF31A84,1.53778E+15,1.53784E+15,9,267,2,1.53787E+15,1,0
14B3164775DC217E7AC2C1BD7D250D96,1.53704E+15,1.53779E+15,9,258,7,1.53713E+15,0,0
AAE2720308968F966BD0B71D8DCE155F,1.53553E+15,1.53778E+15,8,241,4,1.53562E+15,0,0
1C6029D529C732F7269DA4DD944C8299,1.53605E+15,1.53792E+15,9,247,3,1.53613E+15,0,0
D42E14385EA632BF749E328A201A3AE8,1.53642E+15,1.5378E+15,9,251,7,1.53651E+15,0,0
62402042F391117D481A9A618E54F84A,1.53605E+15,1.5381E+15,9,247,3,1.53614E+15,0,0
12D0BA417960F6B9626AD99F9FE08698,1.53781E+15,1.53782E+15,9,267,2,1.5379E+15,1,1
84BC924884C30AA5B75B2E9E30B467DD,1.53024E+15,1.53778E+15,6,180,6,1.53032E+15,0,0
DC9A698C551E9FF66065E9691E39AED9,1.53023E+15,1.5378E+15,6,179,5,1.53032E+15,0,0
C702A94AE6135C60D6C85868A0FD62CE,1.53781E+15,1.53782E+15,9,267,2,1.5379E+15,1,0
EE502024B7AC261CE1956BB599E020DE,1.52952E+15,1.53781E+15,6,171,4,1.52961E+15,0,0
3BF1D92C836CBAFACDD2063848BAB11C,1.52937E+15,1.53852E+15,6,170,3,1.52945E+15,0,0
65A948524500925FA194751A896C2BFF,1.53616E+15,1.53796E+15,9,248,4,1.53625E+15,0,0
F0B84ECACD578E9B52D68AA288A5F2ED,1.52937E+15,1.5382E+15,6,170,3,1.52946E+15,0,0
FFEA50946B05E06965B60AC102E525A9,1.53778E+15,1.53778E+15,9,267,2,1.53787E+15,1,1
88874FDE50373C3FF63C6F7D53A49F72,1.53765E+15,1.53781E+15,9,265,7,1.53774E+15,0,0
281FF6147F6514F19DE8AD2184367931,1.53778E+15,1.53778E+15,9,267,2,1.53787E+15,1,1
383F4B98EC31DD2A915427D36A30354E,1.53343E+15,1.53443E+15,8,217,1,1.53352E+15,0,0
B56E67847E1AE8D6411A5ECCA26585CA,1.52952E+15,1.53617E+15,6,171,4,1.52961E+15,0,0
307AC87B6D76A6A1A19AC2B11E3FA4B5,1.53229E+15,1.53688E+15,7,203,1,1.53238E+15,0,0
A232A112349100CF520C1B717217EA99,1.53359E+15,1.53359E+15,8,218,2,1.53368E+15,1,1
53866E32BA0ABFD846772D4B7B9B5921,1.52947E+15,1.53744E+15,6,171,4,1.52956E+15,0,0
F34FF1C9F0C022B684BC885BA1DDC260,1.52979E+15,1.5349E+15,6,174,7,1.52988E+15,0,0
F81A7FACD9640F8169D8DE2E27D217E6,1.53361E+15,1.53404E+15,8,219,3,1.5337E+15,0,0
AC9D89E3BDB817820038E7F90473DC92,1.53354E+15,1.53354E+15,8,218,2,1.53363E+15,1,1
6A07135DA41B81E278341576A26672E4,1.52944E+15,1.53694E+15,6,170,3,1.52953E+15,0,0
2B7787A34C362AA51FF8E4DD031A2F70,1.52962E+15,1.53493E+15,6,172,5,1.52971E+15,0,0
C1B7E16784DF6CD853196012A73363A5,1.53358E+15,1.53358E+15,8,218,2,1.53366E+15,1,1
DAD51A0036641CE0E22A8241FA05151F,1.53216E+15,1.53515E+15,7,202,7,1.53224E+15,0,0
71F005E58FCF825DFF3DFBC29FC806F1,1.5336E+15,1.5336E+15,8,219,3,1.53369E+15,1,0
C1327B694B124442335CFFD6FD3B15EC,1.53033E+15,1.53855E+15,6,181,7,1.53042E+15,0,0
0E9E1584FC0E8338E89AFC40ADA27075,1.53357E+15,1.53357E+15,8,218,2,1.53366E+15,1,0
4896DF08BAF68522FA05E3669EDD4528,1.53357E+15,1.53357E+15,8,218,2,1.53366E+15,1,1
13D063D09F0C2D7EE332794399C3CF29,1.5336E+15,1.5336E+15,8,218,2,1.53369E+15,1,1
1FEB41A72F244D352EA79982CC259EA0,1.5336E+15,1.53534E+15,8,218,2,1.53368E+15,0,0
96B6D639BF5D2D99108B15A023F86CE0,1.53283E+15,1.53465E+15,7,210,1,1.53292E+15,0,0
3A5D4B43580D9631A7F35A64181A35C5,1.53355E+15,1.53355E+15,8,218,2,1.53363E+15,1,1
C7D0D209383F232092E47A1655F5B907,1.53359E+15,1.53859E+15,8,218,2,1.53367E+15,0,0
5885B9A6C2FBB71AB1304B9EDB330B76,1.52934E+15,1.53249E+15,6,169,2,1.52942E+15,0,0
EA9A16D9042286D55399A418CC7A28F3,1.52938E+15,1.53528E+15,6,170,3,1.52947E+15,0,0
B39508DE024AF1249C3E23FA7C25C688,1.53162E+15,1.5328E+15,7,196,1,1.5317E+15,0,0
508D2C437A3BAB2A77F63442D34F5B56,1.53229E+15,1.53236E+15,7,203,1,1.53238E+15,1,0
648F91A3D0D868FC410FC4614FF11811,1.53238E+15,1.53473E+15,7,204,2,1.53246E+15,0,0
25C9CB31F95DE1D6C42967DCBC214FAA,1.52975E+15,1.5324E+15,6,174,7,1.52984E+15,0,0
0F1BF0E64772D0D00359FD7A4997D067,1.53234E+15,1.53312E+15,7,204,2,1.53243E+15,0,0
BD287DF0DA921DF254E7870C080AFDC9,1.53202E+15,1.53236E+15,7,200,5,1.5321E+15,0,0
6DAF0604F8AE54374593DBB13DD2BFD6,1.53142E+15,1.53237E+15,7,193,5,1.53151E+15,0,0
25D0E6C77B170FE82258520015446DF4,1.53217E+15,1.53857E+15,7,202,7,1.53226E+15,0,0
D8B79A3AB27973BC407FC6915A541F39,1.53235E+15,1.53235E+15,7,204,2,1.53244E+15,1,1
E80EDF19F51936BCA274598F69966232,1.53096E+15,1.53235E+15,7,188,7,1.53105E+15,0,0
8DB8FE3605D453D5AD95C7FDA55C0342,1.53234E+15,1.53278E+15,7,204,2,1.53243E+15,0,0
29DF381770B222F7B38816A88E616A34,1.53236E+15,1.53525E+15,7,204,2,1.53245E+15,0,0
BADA0C1C530C5E73C809DB73F7ACEAF7,1.52936E+15,1.53842E+15,6,169,2,1.52945E+15,0,0
BDC16D851454F53FB1574E4478D934B8,1.52955E+15,1.53582E+15,6,172,5,1.52964E+15,0,0
3E56C19EB2A17FE7AA5910783B20C8B1,1.52953E+15,1.53848E+15,6,171,4,1.52962E+15,0,0
7CB4F979C9025D90BBBA34B3F3BF80C4,1.5295E+15,1.53834E+15,6,171,4,1.52959E+15,0,0
5E37CDFE6C71822E33DA39DD2F7CA979,1.52942E+15,1.52958E+15,6,170,3,1.52951E+15,0,0
24A9E967E4B9B7E993F2D8D51A470A24,1.52912E+15,1.53099E+15,6,167,7,1.52921E+15,0,0
C5C093F851FF7398EB6BCC9D1815169F,1.52956E+15,1.52956E+15,6,172,5,1.52965E+15,1,1
5FD7F0AF867C33B937403C93158D2150,1.5294E+15,1.52949E+15,6,170,3,1.52948E+15,0,0
DAB972641CDD57B498702CA343A4ABCF,1.52952E+15,1.52952E+15,6,171,4,1.5296E+15,1,1
D9C344775C0C1493EE8C62C892C432CE,1.52949E+15,1.53075E+15,6,171,4,1.52958E+15,0,0
8D593D833A2284A5FF384D671BBF8AEF,1.52955E+15,1.53228E+15,6,172,5,1.52964E+15,0,0
D1833630D8651D4489E046EE90FB602F,1.52953E+15,1.52953E+15,6,171,4,1.52962E+15,1,1
22D92FEEDDFE169270DE4F6F15456EB3,1.52954E+15,1.5328E+15,6,171,4,1.52963E+15,0,0
9F7B0D1BFB822F5E26E91E184E2E437C,1.52891E+15,1.53718E+15,6,164,4,1.529E+15,0,0
D69EBD56ECD257924A112BA6FDB75D27,1.53324E+15,1.53324E+15,8,214,5,1.53333E+15,1,1
C4C728AE4A5934D17B42A6A2710CEC93,1.53317E+15,1.53327E+15,8,214,5,1.53326E+15,0,0
1E5CC68337B90808C1B538646D424F1D,1.52901E+15,1.53325E+15,6,165,5,1.5291E+15,0,0
F94E005EB49AFB8DA0A78030D4ABB44B,1.5303E+15,1.53834E+15,6,180,6,1.53039E+15,0,0
933F5A31F74100D9514B2E9EB0327871,1.53324E+15,1.53324E+15,8,214,5,1.53332E+15,1,1
D302FFE84575B7160B211908B8BCEFB3,1.52958E+15,1.5383E+15,6,172,5,1.52967E+15,0,0
